COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
VGT     640.43  Mar  585     68.50    2.3    8.4    2.3    8.4 572.03 653.35  0.11  0.02    88    83    42     1.5     5.6 572.03    31/   10
EXPE    182.85  Jun  145     45.25    5.3   10.2    5.3   10.2 137.70 190.10  0.25  0.04    88    83    44     3.4     6.6 137.70    39/   24
WSM     195.63  Jan'27 120   90.00   13.4    6.4   13.4    6.4 105.73 209.85  0.46  0.07    88    82    45     9.5     4.5 105.73    19/   47
BOOT    144.49  Nov  85      64.90    6.6    7.0    6.6    7.0  79.69 149.75  0.45  0.04    88    85    47     3.8     4.0  79.69    35/   58
EXPE    182.85  Apr  150     37.90    3.4    9.9    3.4    9.9 145.05 187.75  0.21  0.03    88    84    45     2.0     5.8 145.05    33/   24
ITB     113.02  Mar  98      17.00    1.9    7.1    1.9    7.1  96.12 114.85  0.15  0.02    88    84    45     1.0     3.6  96.12    17/   32
SAP     253.30  Dec'25 195   69.00    5.7    5.6    5.7    5.6 184.40 263.85  0.27  0.04    88    83    44     3.7     3.7 184.40    39/   45
DBX      29.81  Jul  24       6.90    4.1    6.9    4.1    6.9  23.01  30.75  0.23  0.03    88    84    44     2.5     4.2  23.01    61/   17
ITB     113.02  Apr  96      19.20    2.2    6.3    2.2    6.3  93.92 115.05  0.17  0.02    88    85    46     1.1     3.3  93.92    16/   32
VST     144.89  Mar  105     43.70    3.6   13.5    3.6   13.5 101.29 148.55  0.30  0.03    88    86    47     1.9     7.0 101.29    13/   87
TGT     134.52  Jan+ 125     10.50    0.7    8.7    0.7    8.7 124.12 135.35  0.08  0.01    88    86    46     0.3     3.3 124.12     7/   24
FTAI    131.72  Feb  105     28.70    1.8    9.3    1.8    9.3 103.12 133.55  0.22  0.01    88    86    47     0.6     3.3 103.12    18/   78
MAR     287.08  Apr  260     36.00    3.5   10.2    3.5   10.2 251.18 295.85  0.13  0.03    88    81    40     2.5     7.2 251.18    34/   10
BE       25.59  May  15      11.60    6.1   14.5    6.1   14.5  14.09  26.45  0.45  0.03    88    86    47     3.3     7.8  14.09     8/   82
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
NFLX    918.87  Jan+ 830    107.95    2.3   17.4    2.3   17.4 811.02 937.80  0.12  0.02    88    83    42     1.5    11.5 811.02    52/   17
WIX     219.61  Jan'26 140   90.00    7.9    7.2    7.9    7.2 129.71 229.85  0.41  0.05    88    85    46     5.1     4.7 129.71    30/   19
PYPL     91.02  Apr  75      18.65    3.4   10.0    3.4   10.0  72.47  93.50  0.20  0.03    88    84    44     2.1     6.1  72.47    44/    8
TGTX     32.02  May  19      14.30    6.3   15.0    6.3   15.0  17.82  33.15  0.44  0.04    88    85    47     3.3     7.9  17.82    15/   21
SAP     253.30  Mar  220     37.80    2.0    7.5    2.0    7.5 215.60 257.65  0.15  0.02    88    84    45     1.1     4.0 215.60    31/   45
ITB     113.02  Feb  100     14.60    1.5    7.6    1.5    7.6  98.52 114.45  0.13  0.01    88    85    46     0.7     3.5  98.52    15/   32
ISRG    539.58  Jan+ 485     61.60    1.4   10.7    1.4   10.7 478.08 546.45  0.11  0.01    88    85    45     0.8     6.0 478.08    60/    9
RRC      35.35  Jun  28       8.60    4.1    7.9    4.1    7.9  26.85  36.45  0.24  0.03    88    84    45     2.4     4.7  26.85    35/   20
HUBS    721.86  Jan'26 520  248.00    9.7    8.9    9.7    8.9 473.96 767.85  0.34  0.06    88    82    43     6.9     6.3 473.96    35/    1
ZG       76.84  May  55      24.10    4.0    9.5    4.0    9.5  52.84  78.95  0.31  0.03    88    86    47     2.2     5.1  52.84    21/   41
HUBS    721.86  Dec'25 530  236.00    9.1    8.9    9.1    8.9 485.96 765.85  0.33  0.06    88    82    43     6.3     6.2 485.96    33/    1
FRPT    146.89  May  110     40.40    3.2    7.5    3.2    7.5 106.59 150.25  0.27  0.02    88    85    47     1.5     3.6 106.59    26/   24
QRVO     69.59  Jan'27 40    33.50   10.4    5.0   10.4    5.0  36.19  73.35  0.48  0.05    88    84    46     6.7     3.2  36.19    23/   52
QQQM    218.41  Mar  199     23.60    2.1    7.7    2.1    7.7 194.91 222.45  0.11  0.02    88    83    43     1.3     4.9 194.91    27/   24
QQQM    218.41  Jun  194     31.90    3.9    7.6    3.9    7.6 186.61 225.75  0.15  0.03    88    81    40     2.7     5.3 186.61    36/   24
MCO     489.02  May  420     79.10    2.4    5.7    2.4    5.7 410.02 498.95  0.16  0.02    88    85    45     1.5     3.5 410.02    41/   24
AMD     126.91  Mar  100     30.70    3.8   14.1    3.8   14.1  96.31 130.55  0.24  0.03    88    84    45     2.1     7.9  96.31    35/   19
VRSN    197.40  Jun  160     42.60    3.3    6.3    3.3    6.3 154.90 202.45  0.22  0.03    88    84    45     1.8     3.6 154.90    38/   74
AVY     195.14  Jul  165     35.50    3.3    5.5    3.3    5.5 159.74 200.35  0.18  0.03    88    83    44     2.0     3.4 159.74    21/   32
IRTC     86.43  May  55      33.50    3.6    8.6    3.6    8.6  53.03  88.35  0.39  0.02    88    86    48     1.5     3.5  53.03    20/   76
QQQM    218.41  Jun  193     32.60    3.8    7.3    3.8    7.3 185.91 225.45  0.15  0.03    88    82    41     2.7     5.2 185.91    39/   24
MRNA     41.83  Feb  30      13.50    5.3   27.9    5.3   27.9  28.43  43.35  0.32  0.04    88    85    46     3.2    16.9  28.43    30/   97
ROST    153.53  May  135     23.00    3.3    7.8    3.3    7.8 130.63 157.85  0.15  0.03    88    82    42     2.2     5.2 130.63    27/   24
MRNA     41.83  Jan+ 32      10.75    2.5   21.5    2.5   21.5  31.18  42.60  0.25  0.02    88    86    47     1.0     8.5  31.18    19/   97
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ROST    153.53  Feb  140     15.90    1.6    8.4    1.6    8.4 137.73 155.75  0.10  0.01    88    84    44     0.9     4.9 137.73    15/   24
SSO      98.42  Jun  82      19.00    3.1    5.9    3.1    5.9  79.52 100.85  0.19  0.02    88    85    45     1.9     3.6  79.52    56/    8
FI      204.66  Jun  175     37.00    4.3    8.3    4.3    8.3 167.76 211.85  0.18  0.04    88    82    42     2.9     5.6 167.76    40/   53
BR      233.53  Jun  200     39.20    2.8    5.5    2.8    5.5 194.43 239.05  0.17  0.02    88    84    44     1.8     3.4 194.43    29/   12
QURE     15.40  Jul  9        7.70   14.7   24.8   14.7   24.8   7.80  16.55  0.49  0.07    88    83    45    10.5    17.6   7.80    -5/   79
FFIV    261.81  May  220     48.40    3.0    7.1    3.0    7.1 213.51 268.25  0.18  0.02    88    85    44     1.9     4.5 213.51    47/    5
FRPT    146.89  Sep  100     51.90    5.1    6.7    5.1    6.7  95.09 151.75  0.35  0.03    88    85    46     2.9     3.8  95.09    34/   24
BOX      32.49  Jun  26       7.40    3.0    5.8    3.0    5.8  25.19  33.25  0.22  0.02    88    85    46     1.6     3.1  25.19    54/    6
FRPT    146.89  Jul  105     46.00    3.9    6.6    3.9    6.6 100.99 150.85  0.31  0.03    88    85    47     1.9     3.3 100.99    27/   24
ZS      198.54  Apr  160     44.70    3.9   11.4    3.9   11.4 153.94 204.55  0.22  0.03    88    84    44     2.5     7.2 153.94    12/    7
ZS      198.54  Mar  165     39.05    3.4   12.5    3.4   12.5 159.59 203.90  0.20  0.03    88    84    44     2.0     7.5 159.59    12/    7
FRPT    146.89  Dec'25 95    57.50    6.1    6.0    6.1    6.0  89.49 152.35  0.39  0.04    88    85    47     3.5     3.4  89.49    33/   24
IQV     199.06  Feb  170     31.80    1.5    8.1    1.5    8.1 167.36 201.65  0.16  0.01    88    86    47     0.6     3.3 167.36    24/   33
FSLR    199.67  Feb  160     43.15    2.1   11.1    2.1   11.1 156.62 203.00  0.22  0.02    88    85    47     0.9     4.5 156.62     6/   53
NET     113.60  Jan+ 98      16.90    1.2   10.3    1.2   10.3  96.80 114.75  0.15  0.01    88    86    47     0.4     3.1  96.80     4/    9
TXN     191.59  Jun  155     41.25    3.0    5.8    3.0    5.8 150.44 196.10  0.21  0.02    88    85    45     1.7     3.3 150.44    23/   66
ALNY    245.44  Jan'27 140  124.00   15.1    7.2   15.1    7.2 121.54 263.85  0.50  0.08    88    83    45    10.9     5.2 121.54    35/   17
TXN     191.59  Mar  165     30.00    2.0    7.5    2.0    7.5 161.69 194.85  0.16  0.02    88    85    45     1.0     3.9 161.69    29/   66
DAVE     91.69  Jan'27 25    69.50   11.9    5.7   11.9    5.7  22.29  94.35  0.76  0.03    88    86    49     6.7     3.2  22.29     1/   44
NET     113.60  Feb  95      21.30    2.8   14.4    2.8   14.4  92.40 116.15  0.19  0.02    88    84    45     1.5     7.9  92.40    21/    9
FSLR    199.67  Jan+ 165     37.40    1.6   11.8    1.6   11.8 162.37 202.25  0.19  0.01    88    86    47     0.6     4.3 162.37     1/   53
FSLR    199.67  Jan  170     32.30    1.5   15.4    1.5   15.4 167.47 202.15  0.16  0.01    88    86    47     0.6     6.4 167.47     3/   53
CDW     176.06  Jun  145     36.70    3.9    7.6    3.9    7.6 139.46 181.55  0.21  0.03    88    83    44     2.5     4.8 139.46    32/   55
MASI    176.14  Oct  115     67.50    5.7    6.8    5.7    6.8 108.74 182.35  0.38  0.04    88    86    47     3.4     4.0 108.74    27/   45
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
APLS     33.19  Jan'26 15    19.40    7.6    7.0    7.6    7.0  13.89  34.25  0.58  0.03    88    86    48     4.0     3.6  13.89    21/   25
ISRG    539.58  Feb  475     72.60    1.7    8.8    1.7    8.8 467.08 547.45  0.13  0.01    88    85    45     0.9     4.9 467.08    50/    9
MSI     469.79  May  400     80.00    2.6    6.1    2.6    6.1 389.89 479.85  0.17  0.02    88    85    45     1.6     3.7 389.89    35/   56
CDW     176.06  Dec'25 135   49.20    6.3    6.2    6.3    6.2 126.96 184.05  0.28  0.05    88    83    44     4.2     4.1 126.96    37/   55
WIX     219.61  Jan'27 125  111.60   15.6    7.5   15.6    7.5 108.11 236.45  0.51  0.08    88    82    45    11.0     5.3 108.11    31/   19
MSI     469.79  Jul  390     92.00    3.2    5.4    3.2    5.4 377.89 481.85  0.20  0.03    88    84    45     1.9     3.2 377.89    30/   56
FCNCA  2084.62  Feb  1800   325.90    2.3   12.2    2.3   12.21758.822125.75  0.16  0.02    88    84    45     1.4     7.11758.82    29/   69
HUBS    721.86  Jan'27 480  315.00   17.9    8.6   17.9    8.6 406.96 794.85  0.44  0.10    88    80    42    13.3     6.4 406.96    39/    1
DASH    174.91  May  145     38.00    5.8   13.7    5.8   13.7 137.01 182.85  0.22  0.05    88    81    42     4.0     9.4 137.01    36/    5
DOCS     52.14  Jan'27 27.5  27.90   12.8    6.1   12.8    6.1  24.34  55.25  0.53  0.06    88    84    46     8.4     4.0  24.34    26/   40
DASH    174.91  Jan+ 155     21.75    1.1    9.6    1.1    9.6 153.26 176.60  0.12  0.01    88    86    47     0.5     4.0 153.26    13/    5
COOP     96.84  Dec'25 75    26.00    5.7    5.6    5.7    5.6  70.94 100.85  0.27  0.04    88    83    44     3.7     3.6  70.94    43/   18
ALNY    245.44  Jan'26 160   98.00    8.4    7.7    8.4    7.7 147.54 257.85  0.40  0.05    88    84    45     5.6     5.1 147.54    32/   17
ISRG    539.58  Apr  460     91.70    2.7    7.8    2.7    7.8 447.98 551.55  0.17  0.02    88    84    45     1.5     4.5 447.98    49/    9
FSLR    199.67  Jun  140     67.35    5.7   11.0    5.7   11.0 132.42 207.20  0.34  0.04    88    85    46     3.5     6.8 132.42    12/   53
ALNY    245.44  Dec'25 165   92.60    7.9    7.7    7.9    7.7 152.94 257.45  0.38  0.05    88    83    45     5.0     4.9 152.94    29/   17
CRL     190.46  Dec'25 120   78.00    6.6    6.5    6.6    6.5 112.56 197.85  0.41  0.04    88    85    47     4.0     4.0 112.56    34/   63
RSP     182.16  Mar  170     14.60    1.4    5.1    1.4    5.1 167.66 184.45  0.08  0.01    88    84    43     0.8     3.1 167.66    67/    0
NET     113.60  May  87.5    30.85    5.6   13.2    5.6   13.2  82.85 118.20  0.27  0.04    88    84    44     3.7     8.7  82.85    27/    9
MDY     599.65  Sep  520     98.50    3.7    4.9    3.7    4.9 501.25 618.35  0.16  0.03    88    83    42     2.6     3.3 501.25    28/   27
ELV     381.41  Jan'26 270  126.00    5.7    5.2    5.7    5.2 255.51 395.85  0.33  0.04    88    84    46     3.4     3.1 255.51    45/   93
CAH     118.10  Mar  105     15.20    1.9    7.1    1.9    7.1 103.00 120.05  0.13  0.02    88    84    44     1.1     4.1 103.00    19/   26
LDOS    153.16  May  125     32.00    3.0    7.2    3.0    7.2 121.26 156.85  0.21  0.02    88    84    45     1.7     4.0 121.26    32/   74
SLAB    128.20  Dec'25 75    58.00    6.6    6.5    6.6    6.5  70.30 132.85  0.45  0.04    88    85    47     3.7     3.7  70.30    25/   81
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ADI     216.61  Feb  190     30.50    2.0   10.5    2.0   10.5 186.21 220.35  0.14  0.02    88    84    45     1.1     5.7 186.21    28/   61
GWRE    172.76  Dec'25 130   52.50    8.0    7.8    8.0    7.8 120.36 182.35  0.30  0.06    88    83    43     5.6     5.6 120.36    20/   23
CVNA    248.25  Jan+ 210     42.15    1.8   13.5    1.8   13.5 206.20 252.00  0.17  0.02    88    86    46     0.9     6.4 206.20    13/    1
CVNA    248.25  Feb  210     48.85    5.2   27.3    5.2   27.3 199.50 258.70  0.20  0.04    88    81    41     3.6    18.8 199.50    39/    1
PEN     245.55  Dec'25 155  102.50    8.2    8.1    8.2    8.1 143.15 257.35  0.42  0.05    88    84    46     5.2     5.1 143.15    29/   51
GTLS    197.87  Mar  150     51.90    2.7    9.9    2.7    9.9 146.07 201.75  0.26  0.02    88    86    47     1.2     4.6 146.07    30/   14
CAVA    124.05  Jul  85      45.10    7.5   12.6    7.5   12.6  79.05 129.95  0.36  0.05    88    84    45     5.0     8.4  79.05    23/   12
SOFI     16.25  Feb  12       4.70    2.6   13.4    2.6   13.4  11.65  16.55  0.28  0.02    88    86    47     0.9     4.7  11.65    30/   56
PEN     245.55  Apr  185     65.50    2.7    7.8    2.7    7.8 180.15 250.35  0.27  0.02    88    85    47     1.1     3.2 180.15    20/   51
SLAB    128.20  Jul  85      46.70    4.1    6.9    4.1    6.9  81.60 131.55  0.36  0.03    88    85    47     1.9     3.1  81.60    17/   81
PEN     245.55  Jul  170     83.50    4.8    8.1    4.8    8.1 162.15 253.35  0.34  0.03    88    85    46     2.7     4.5 162.15    26/   51
NTRA    166.55  Mar  120     49.60    2.5    9.2    2.5    9.2 117.05 169.45  0.30  0.02    88    87    48     0.9     3.4 117.05    34/   53
EME     479.28  May  370    122.50    3.7    8.7    3.7    8.7 356.88 492.35  0.26  0.03    88    85    46     2.0     4.8 356.88    29/   78
BLK    1056.54  Mar  940    134.20    1.9    7.1    1.9    7.1 922.441074.05  0.13  0.02    88    84    44     1.1     3.9 922.44    32/   38
SKX      70.35  Apr  57.5    14.70    3.0    8.9    3.0    8.9  55.75  72.05  0.21  0.02    88    85    45     1.8     5.2  55.75    31/   30
EME     479.28  Jul  350    144.50    4.5    7.6    4.5    7.6 334.88 494.35  0.30  0.03    88    85    46     2.7     4.5 334.88    29/   78
SITM    252.61  Feb  190     68.50    3.1   16.2    3.1   16.2 184.21 258.35  0.27  0.02    88    85    47     1.5     7.9 184.21    24/   22
ACHC     40.66  Mar  30      11.70    3.1   11.4    3.1   11.4  29.06  41.55  0.29  0.02    88    86    47     1.5     5.5  29.06    29/   89
AN      172.70  Apr  145     31.00    2.2    6.5    2.2    6.5 141.80 175.85  0.18  0.02    88    85    46     1.1     3.3 141.80    15/   17
VEEV    228.78  Jun  185     51.40    4.2    8.1    4.2    8.1 177.48 236.25  0.22  0.03    88    84    44     2.6     5.1 177.48    15/   29
PERI      8.55  Jan'26 5      4.00    6.5    5.9    6.5    5.9   4.65   8.85  0.46  0.04    88    85    47     3.6     3.3   4.65    33/   12
GWRE    172.76  Jun  140     38.60    4.2    8.2    4.2    8.2 134.26 178.45  0.22  0.03    88    84    44     2.7     5.2 134.26    13/   23
LC       16.56  Jul  11       6.30    5.7    9.6    5.7    9.6  10.36  17.15  0.37  0.04    88    85    46     3.3     5.5  10.36    27/   38
AVGO    224.80  Mar  178     50.95    2.3    8.6    2.3    8.6 173.95 228.80  0.23  0.02    88    86    47     1.0     3.8 173.95    -4/   99
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
PFGC     88.65  Jun  75      16.80    4.2    8.1    4.2    8.1  71.95  91.65  0.19  0.03    88    83    42     2.8     5.5  71.95    39/   52
DIA     439.37  Jan+ 427     14.50    0.5    6.1    0.5    6.1 424.97 441.35  0.03  0.00    88    84    44     0.3     3.4 424.97    10/   12
ASML    718.58  Feb  620    109.90    1.8    9.6    1.8    9.6 608.78 729.75  0.15  0.02    88    85    46     0.9     4.7 608.78    18/   30
DELL    118.45  Apr  95      27.20    3.9   11.5    3.9   11.5  91.35 122.05  0.23  0.03    88    85    45     2.5     7.3  91.35     9/   51
LIN     435.30  Sep  370     79.80    4.0    5.3    4.0    5.3 355.60 449.65  0.18  0.03    88    83    43     2.7     3.5 355.60    44/   44
CAT     380.51  Jan  350     34.05    1.0   10.2    1.0   10.2 346.56 383.90  0.09  0.01    88    86    46     0.5     5.1 346.56    19/   42
LIN     435.30  Jul  375     71.70    3.1    5.2    3.1    5.2 363.70 446.55  0.16  0.03    88    84    43     2.0     3.4 363.70    40/   44
AXON    644.91  Jun  480    196.60    7.0   13.6    7.0   13.6 448.41 676.45  0.30  0.05    88    83    44     4.6     8.9 448.41    51/   61
MNDY    273.08  Jan'27 150  147.50   19.3    9.2   19.3    9.2 125.68 297.35  0.54  0.09    88    82    45    14.3     6.8 125.68    36/   14
MNDY    273.08  Jan'27 155  144.00   19.9    9.5   19.9    9.5 129.18 298.85  0.53  0.09    88    81    44    14.4     6.9 129.18    34/   14
NTRA    166.55  Apr  115     55.00    3.0    8.6    3.0    8.6 111.65 169.85  0.33  0.02    88    87    48     1.2     3.5 111.65    29/   53
LIN     435.30  Jan'26 360   94.00    5.4    5.0    5.4    5.0 341.40 453.85  0.22  0.04    88    82    42     3.8     3.5 341.40    49/   44
EAT     127.85  Jan'26 72.5  60.00    6.6    6.1    6.6    6.1  67.95 132.35  0.47  0.04    88    85    47     3.6     3.3  67.95    32/   58
BLDR    166.43  Jun  125     47.20    4.7    9.1    4.7    9.1 119.33 172.05  0.28  0.03    88    85    45     2.9     5.6 119.33    26/   26
TRUP     52.73  May  32.5    21.80    4.6   10.8    4.6   10.8  31.03  54.15  0.41  0.03    88    86    48     2.1     4.9  31.03    18/   26
TRUP     52.73  Jul  30      24.70    6.5   10.9    6.5   10.9  28.13  54.55  0.47  0.03    88    85    47     3.4     5.8  28.13    20/   26
LIN     435.30  Jun  380     66.40    3.0    5.7    3.0    5.7 369.00 446.25  0.15  0.03    88    83    43     1.9     3.7 369.00    40/   44
WCC     190.79  Oct  145     55.50    7.1    8.4    7.1    8.4 135.39 200.35  0.29  0.05    88    83    43     4.8     5.7 135.39    29/    2
NTRA    166.55  Jul  105     66.50    4.8    8.1    4.8    8.1 100.15 171.35  0.40  0.03    88    85    47     2.3     3.8 100.15    29/   53
LIN     435.30  Feb  400     41.20    1.5    7.6    1.5    7.6 394.20 441.05  0.09  0.01    88    84    44     0.8     4.3 394.20    39/   44
AEM      83.72  Dec'25 60    26.90    5.3    5.2    5.3    5.2  56.92  86.75  0.32  0.04    88    84    46     3.2     3.1  56.92    19/   33
WM      213.20  Jul  185     34.30    3.3    5.6    3.3    5.6 179.00 219.15  0.16  0.03    88    83    43     2.2     3.7 179.00    53/   52
GTLS    197.87  Dec'25 120   87.00    8.1    8.0    8.1    8.0 110.97 206.85  0.44  0.05    88    84    46     5.0     4.9 110.97    28/   14
GEV     332.01  Feb  270     68.30    2.3   12.1    2.3   12.1 263.81 338.15  0.21  0.02    88    86    46     1.2     6.2 263.81     2/   21
